stop_zone.wav,"Bu nokta için bölge temizliği yapıldı." 
stop.wav,"Temizliği bitirdim."
sysupd_complete.wav,"Başarıyla güncellendi."
sysupd_failed.wav,"Cihaz sürümü güncellenemedi. Önceki sürüme geçmeyi deniyorum."
sysupd_notready.wav,"Lütfen vakumunuzu şarj edin. Vakum en az %20 şarj olduktan sonra güncellemeyi deneyin."
sysupd_start.wav,"Cihaz sürümü güncelleniyor. 5 ila 10 dakika sürebilir."
sysupd_wip.wav,"Lütfen güncelleme bitene kadar bekleyin."
timed_clean.wav,"Zamanlanmış temizleme işlemine başlıyorum."
wifi_reset.wav,"Wi-Fi ayarlarını sıfırlıyorum"
zone.wav,"Bölgesel temizliğe başlıyorum."
zone_complete.wav,"Bölgesel temizlik tamamlandı. Şarj aletine geri dönüyorum."
zone_failed.wav,"Bölgesel temizlik tamamlandı. İskeleye geri dönüyorum. Bazı ulaşılmayan alanları temizleyemedim."
